x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-113.51833333333333,53.57333333333333,EDMONTON CITY CENTRE A,3012208,3012208.1937.10.1,1937-10-01 00:00:00,AB,1937,10,1,4.2,,1.1,,7.2,,0,,0,,0,,,,,,,,0,,13.8,,,,,
-113.51833333333333,53.57333333333333,EDMONTON CITY CENTRE A,3012208,3012208.1937.10.2,1937-10-02 00:00:00,AB,1937,10,2,5.3,,2.2,,8.3,,0,T,0,T,0,,,,,,,,0,,12.7,,,,,
-113.51833333333333,53.57333333333333,EDMONTON CITY CENTRE A,3012208,3012208.1937.10.3,1937-10-03 00:00:00,AB,1937,10,3,3.6,,1.1,,6.1,,0,,0,,0,,,,,,,,0,,14.4,,,,,
-113.51833333333333,53.57333333333333,EDMONTON CITY CENTRE A,3012208,3012208.1937.10.4,1937-10-04 00:00:00,AB,1937,10,4,2,,-6.1,,10,,0,,0,,0,,,,,,,,0,,16,,,,,
-113.51833333333333,53.57333333333333,EDMONTON CITY CENTRE A,3012208,3012208.1937.10.5,1937-10-05 00:00:00,AB,1937,10,5,4.5,,-6.1,,15,,0,,0,,0,,,,,,,,0,,13.5,,,,,
-113.51833333333333,53.57333333333333,EDMONTON CITY CENTRE A,3012208,3012208.1937.10.6,1937-10-06 00:00:00,AB,1937,10,6,3.1,,-6.7,,12.8,,0,,0,,0,,,,,,,,0,,14.9,,,,,
-113.51833333333333,53.57333333333333,EDMONTON CITY CENTRE A,3012208,3012208.1937.10.7,1937-10-07 00:00:00,AB,1937,10,7,11.7,,6.1,,17.2,,0,,0,,0,,,,,,,,0,,6.3,,,,,
-113.51833333333333,53.57333333333333,EDMONTON CITY CENTRE A,3012208,3012208.1937.10.8,1937-10-08 00:00:00,AB,1937,10,8,7.2,,-0.6,,15,,1,,1,,0,,,,,,,,0,,10.8,,,,,
-113.51833333333333,53.57333333333333,EDMONTON CITY CENTRE A,3012208,3012208.1937.10.9,1937-10-09 00:00:00,AB,1937,10,9,8.9,,1.7,,16.1,,0,,0,,0,,,,,,,,0,,9.1,,,,,
-113.51833333333333,53.57333333333333,EDMONTON CITY CENTRE A,3012208,3012208.1937.10.10,1937-10-10 00:00:00,AB,1937,10,10,12.3,,7.8,,16.7,,0,,0,,0,,,,,,,,0,,5.7,,,,,
-113.51833333333333,53.57333333333333,EDMONTON CITY CENTRE A,3012208,3012208.1937.10.11,1937-10-11 00:00:00,AB,1937,10,11,3.4,,-3.3,,10,,0,,0,,0,,,,,,,,0,,14.6,,,,,
